,date,age_group,cum_case,cum_admission,cum_death,cumFirstDose,newFirstDose,cumSecondDose,newSecondDose,cumThirdInjection,newThirdInjection,newSpring22,cumSpring22,new_case,new_death,new_admission,current_case,current_admission,,population_size
2838,2022/1/8,65_84,866337,215512,64665,9048458,350,8965615,363,8528953,6730,0,0,5814,96,615,588943,140584,,9316000
2839,2022/1/8,85+,204094,103968,52082,1401938,22,1392186,37,1322144,642,0,0,888,97,343,85547,46935,,1457000
2840,2022/1/9,00_17,3209126,15011,121,2009396,10300,457981,15028,13759,245,0,0,23559,0,121,2964891,14175,,10117000
2841,2022/1/9,18_64,8766452,221808,15315,30604422,8399,28879023,10372,19842406,106497,0,0,53208,35,721,7918468,195930,,36139000
2842,2022/1/9,65_84,871603,216221,64761,9048635,177,8965744,129,8532149,3196,0,0,5266,96,709,593124,141163,,9316000
2843,2022/1/9,85+,205003,104392,52185,1401946,8,1392202,16,1322455,311,0,0,909,103,424,85967,47235,,1457000
2844,2022/1/10,00_17,3242969,15152,124,2013583,4187,467011,9030,13886,127,0,0,33843,3,141,2996176,14306,,10117000
2845,2022/1/10,18_64,8839369,222674,15352,30613997,9575,28890521,11498,19946977,104571,0,0,72917,37,866,7985311,196718,,36139000
2846,2022/1/10,65_84,878994,216987,64863,9048879,244,8966001,257,8536193,4044,0,0,7391,102,766,599221,141791,,9316000
2847,2022/1/10,85+,206849,104799,52292,1401968,22,1392238,36,1323062,607,0,0,1846,107,407,87275,47516,,1457000
2848,2022/1/11,00_17,3273180,15273,124,2018200,4617,477342,10331,14079,193,0,0,30211,0,121,3024108,14421,,10117000
2849,2022/1/11,18_64,8902319,223534,15385,30624355,10358,28902105,11584,20044798,97821,0,0,62950,33,860,8042905,197504,,36139000
2850,2022/1/11,65_84,885198,217738,64970,9049204,325,8966340,339,8540838,4645,0,0,6204,107,751,604231,142399,,9316000
2851,2022/1/11,85+,208344,105194,52399,1401997,29,1392287,49,1323900,838,0,0,1495,107,395,88268,47785,,1457000
2852,2022/1/12,00_17,3299170,15368,125,2023551,5351,489912,12570,14325,246,0,0,25990,1,95,3048147,14511,,10117000
2853,2022/1/12,18_64,8959315,224283,15407,30634986,10631,28914707,12602,20133861,89063,0,0,56996,22,749,8095080,198195,,36139000
2854,2022/1/12,65_84,890781,218461,65080,9049525,321,8966648,308,8545190,4352,0,0,5583,110,723,608692,142978,,9316000
2855,2022/1/12,85+,209682,105582,52492,1402020,23,1392330,43,1324644,744,0,0,1338,93,388,89122,48062,,1457000
2856,2022/1/13,00_17,3326092,15487,126,2029554,6003,504356,14444,14566,241,0,0,26922,1,119,3073027,14623,,10117000
2857,2022/1/13,18_64,9010132,225030,15430,30645389,10403,28926444,11737,20214017,80156,0,0,50817,23,747,8141521,198884,,36139000
2858,2022/1/13,65_84,895817,219171,65185,9049801,276,8966936,288,8549241,4051,0,0,5036,105,710,612659,143549,,9316000
2859,2022/1/13,85+,210988,105922,52597,1402050,30,1392385,55,1325409,765,0,0,1306,105,340,89995,48281,,1457000
2860,2022/1/14,00_17,3352477,15584,128,2035493,5939,516596,12240,14811,245,0,0,26385,2,97,3097430,14713,,10117000
2861,2022/1/14,18_64,9053032,225660,15464,30656399,11010,28938387,11943,20293423,79406,0,0,42900,34,630,8180726,199450,,36139000
2862,2022/1/14,65_84,900424,219790,65289,9050064,263,8967186,250,8552528,3287,0,0,4607,104,619,616318,144034,,9316000
2863,2022/1/14,85+,212242,106268,52709,1402079,29,1392436,51,1326081,672,0,0,1254,112,346,90813,48498,,1457000
2864,2022/1/15,00_17,3378422,15687,128,2048046,12553,541509,24913,15282,471,0,0,25945,0,103,3121419,14812,,10117000
2865,2022/1/15,18_64,9090453,226259,15495,30668450,12051,28952176,13789,20381387,87964,0,0,37421,31,599,8214875,199989,,36139000
2866,2022/1/15,65_84,904098,220352,65409,9050337,273,8967451,265,8555643,3115,0,0,3674,120,562,619167,144450,,9316000
2867,2022/1/15,85+,212929,106608,52814,1402092,13,1392455,19,1326423,342,0,0,687,105,340,91111,48717,,1457000
2868,2022/1/16,00_17,3413897,15805,131,2056029,7983,557207,15698,15536,254,0,0,35475,3,118,3154242,14921,,10117000
2869,2022/1/16,18_64,9136169,226959,15520,30674877,6427,28959880,7704,20425826,44439,0,0,45716,25,700,8256626,200631,,36139000
2870,2022/1/16,65_84,907712,220944,65523,9050472,135,8967580,129,8556938,1295,0,0,3614,114,592,621931,144899,,9316000
2871,2022/1/16,85+,213623,106966,52922,1402101,9,1392464,9,1326601,178,0,0,694,108,358,91398,48950,,1457000
2872,2022/1/17,00_17,3459445,15939,131,2060641,4612,568967,11760,15802,266,0,0,45548,0,134,3196402,15049,,10117000
2873,2022/1/17,18_64,9198356,227643,15556,30683521,8644,28969605,9725,20474240,48414,0,0,62187,36,684,8313687,201246,,36139000
2874,2022/1/17,65_84,913073,221576,65634,9050655,183,8967767,187,8558937,1999,0,0,5361,111,632,626277,145390,,9316000
2875,2022/1/17,85+,215174,107324,53035,1402121,20,1392491,27,1326937,336,0,0,1551,113,358,92480,49178,,1457000
2876,2022/1/18,00_17,3499058,16084,132,2065804,5163,583030,14063,16269,467,0,0,39613,1,145,3233041,15186,,10117000
2877,2022/1/18,18_64,9255887,228325,15583,30693279,9758,28979668,10063,20523001,48761,0,0,57531,27,682,8366427,201869,,36139000
2878,2022/1/18,65_84,917839,222220,65742,9050888,233,8968000,233,8561466,2529,0,0,4766,108,644,630059,145896,,9316000
2879,2022/1/18,85+,216378,107647,53154,1402145,24,1392521,30,1327442,505,0,0,1204,119,323,93275,49366,,1457000
2880,2022/1/19,00_17,3533507,16206,132,2070960,5156,597649,14619,16860,591,0,0,34449,0,122,3264907,15302,,10117000
2881,2022/1/19,18_64,9312830,228971,15606,30702638,9359,28990143,10475,20569036,46035,0,0,56943,23,646,8418656,202461,,36139000
2882,2022/1/19,65_84,922535,222867,65847,9051114,226,8968231,231,8563633,2167,0,0,4696,105,647,633772,146407,,9316000
2883,2022/1/19,85+,217515,108010,53269,1402171,26,1392565,44,1327844,402,0,0,1137,115,363,93968,49597,,1457000
2884,2022/1/20,00_17,3565223,16348,132,2076737,5777,613563,15914,17396,536,0,0,31716,0,142,3294216,15437,,10117000
2885,2022/1/20,18_64,9362520,229584,15627,30711398,8760,29001101,10958,20613601,44565,0,0,49690,21,613,8464184,203024,,36139000
2886,2022/1/20,65_84,926907,223482,65943,9051329,215,8968473,242,8565747,2114,0,0,4372,96,615,637217,146897,,9316000
2887,2022/1/20,85+,218562,108338,53382,1402189,18,1392600,35,1328269,425,0,0,1047,113,328,94612,49797,,1457000
2888,2022/1/21,00_17,3595357,16469,133,2082725,5988,631743,18180,18056,660,0,0,30134,1,121,3322076,15551,,10117000
2889,2022/1/21,18_64,9406022,230154,15655,30720738,9340,29011577,10476,20664606,51005,0,0,43502,28,570,8504009,203539,,36139000
2890,2022/1/21,65_84,931179,223960,66066,9051537,208,8968683,210,8567580,1833,0,0,4272,123,478,640706,147229,,9316000
2891,2022/1/21,85+,219581,108618,53502,1402208,19,1392626,26,1328634,365,0,0,1019,120,280,95278,49943,,1457000
2892,2022/1/22,00_17,3623297,16562,133,2091734,9009,658925,27182,19154,1098,0,0,27940,0,93,3347928,15640,,10117000
2893,2022/1/22,18_64,9444530,230622,15686,30729411,8673,29023300,11723,20722918,58312,0,0,38508,31,468,8539298,203954,,36139000
2894,2022/1/22,65_84,934586,224420,66176,9051719,182,8968895,212,8569470,1890,0,0,3407,110,460,643409,147557,,9316000
2895,2022/1/22,85+,220164,108874,53616,1402214,6,1392647,21,1328830,196,0,0,583,114,256,95564,50073,,1457000
2896,2022/1/23,00_17,3659939,16703,134,2096976,5242,676580,17655,19716,562,0,0,36642,1,141,3381811,15773,,10117000
2897,2022/1/23,18_64,9492177,231198,15715,30733847,4436,29029549,6249,20753657,30739,0,0,47647,29,576,8582966,204473,,36139000
2898,2022/1/23,65_84,938225,224935,66262,9051792,73,8968975,80,8570285,815,0,0,3639,86,515,646273,147961,,9316000
2899,2022/1/23,85+,220724,109177,53725,1402220,6,1392654,7,1328942,112,0,0,560,109,303,95781,50253,,1457000
2900,2022/1/24,00_17,3703035,16833,134,2101160,4184,691486,14906,20045,329,0,0,43096,0,130,3421699,15897,,10117000
2901,2022/1/24,18_64,9551992,231793,15747,30740643,6796,29038990,9441,20793119,39462,0,0,59815,32,595,8637913,205008,,36139000
2902,2022/1/24,65_84,943234,225516,66369,9051927,135,8969149,174,8571868,1583,0,0,5009,107,581,650344,148408,,9316000
2903,2022/1/24,85+,222003,109463,53836,1402233,13,1392672,18,1329187,245,0,0,1279,111,286,96682,50414,,1457000
2904,2022/1/25,00_17,3738990,16988,134,2105791,4631,706455,14969,20365,320,0,0,35955,0,155,3454931,16045,,10117000
2905,2022/1/25,18_64,9607035,232439,15782,30747795,7152,29047769,8779,20831394,38275,0,0,55043,35,646,8688379,205588,,36139000
2906,2022/1/25,65_84,948090,226077,66461,9052110,183,8969350,201,8573992,2124,0,0,4856,92,561,654292,148850,,9316000
2907,2022/1/25,85+,223067,109781,53921,1402251,18,1392699,27,1329601,414,0,0,1064,85,318,97352,50632,,1457000
2908,2022/1/26,00_17,3770418,17125,135,2110701,4910,723763,17308,20742,377,0,0,31428,1,137,3483977,16174,,10117000
2909,2022/1/26,18_64,9662798,233058,15808,30755575,7780,29057193,9424,20870393,38999,0,0,55763,26,619,8739540,206152,,36139000
2910,2022/1/26,65_84,953033,226647,66560,9052287,177,8969570,220,8576098,2106,0,0,4943,99,570,658312,149294,,9316000
2911,2022/1/26,85+,224107,110141,54034,1402269,18,1392720,21,1330068,467,0,0,1040,113,360,97958,50862,,1457000
2912,2022/1/27,00_17,3798527,17253,136,2115913,5212,740938,17175,21120,378,0,0,28109,1,128,3509950,16295,,10117000
2913,2022/1/27,18_64,9711723,233625,15841,30764029,8454,29066287,9094,20908061,37668,0,0,48925,33,567,8784403,206659,,36139000
2914,2022/1/27,65_84,957720,227149,66680,9052477,190,8969787,217,8578215,2117,0,0,4687,120,502,662162,149652,,9316000
2915,2022/1/27,85+,225079,110444,54144,1402296,27,1392749,29,1330532,464,0,0,972,110,303,98557,51040,,1457000
2916,2022/1/28,00_17,3823522,17373,136,2121471,5558,760884,19946,21566,446,0,0,24995,0,120,3533040,16409,,10117000
2917,2022/1/28,18_64,9752775,234102,15865,30772747,8718,29076328,10041,20948521,40460,0,0,41052,24,477,8822046,207089,,36139000
2918,2022/1/28,65_84,962327,227622,66771,9052629,152,8969985,198,8580113,1898,0,0,4607,91,473,665967,150011,,9316000
2919,2022/1/28,85+,226093,110716,54252,1402307,11,1392784,35,1330893,361,0,0,1014,108,272,99227,51191,,1457000
2920,2022/1/29,00_17,3845768,17478,137,2128636,7165,784191,23307,22400,834,0,0,22246,1,105,3553592,16508,,10117000
2921,2022/1/29,18_64,9789046,234544,15886,30781346,8599,29087611,11283,20993451,44930,0,0,36271,21,442,8855284,207489,,36139000
2922,2022/1/29,65_84,966227,228092,66879,9052811,182,8970178,193,8581770,1657,0,0,3900,108,470,669118,150351,,9316000
2923,2022/1/29,85+,226675,111023,54360,1402313,6,1392799,15,1331102,209,0,0,582,108,307,99460,51376,,1457000
2924,2022/1/30,00_17,3873488,17584,137,2132808,4172,800178,15987,22822,422,0,0,27720,0,106,3579226,16609,,10117000
2925,2022/1/30,18_64,9831620,234985,15909,30786527,5181,29094047,6436,21018843,25392,0,0,42574,23,441,8894376,207886,,36139000
2926,2022/1/30,65_84,970187,228578,66970,9052918,107,8970284,106,8582506,736,0,0,3960,91,486,672309,150723,,9316000
2927,2022/1/30,85+,227248,111273,54463,1402316,3,1392808,9,1331214,112,0,0,573,103,250,99743,51511,,1457000
2928,2022/1/31,00_17,3903905,17710,138,2136557,3749,813239,13061,23048,226,0,0,30417,1,126,3607344,16728,,10117000
2929,2022/1/31,18_64,9883344,235495,15940,30792887,6360,29101592,7545,21046082,27239,0,0,51724,31,510,8941895,208340,,36139000
2930,2022/1/31,65_84,975278,229129,67076,9053072,154,8970440,156,8583746,1240,0,0,5091,106,551,676486,151142,,9316000
2931,2022/1/31,85+,228380,111536,54557,1402327,11,1392827,19,1331446,232,0,0,1132,94,263,100531,51667,,1457000
2932,2022/2/1,00_17,3928122,17835,138,2141204,4647,829669,16430,23265,217,0,0,24217,0,125,3629706,16847,,10117000
2933,2022/2/1,18_64,9931584,236075,15955,30798814,5927,29108855,7263,21071866,25784,0,0,48240,15,580,8986110,208878,,36139000
2934,2022/2/1,65_84,980159,229649,67173,9053219,147,8970607,167,8585056,1310,0,0,4881,97,520,680498,151540,,9316000
2935,2022/2/1,85+,229342,111848,54673,1402333,6,1392849,22,1331727,281,0,0,962,116,312,101112,51848,,1457000
2936,2022/2/2,00_17,3948413,17950,138,2145741,4537,845630,15961,23540,275,0,0,20291,0,115,3648433,16957,,10117000
2937,2022/2/2,18_64,9979110,236630,15982,30804582,5768,29116390,7535,21097967,26101,0,0,47526,27,555,9029686,209379,,36139000
2938,2022/2/2,65_84,985217,230156,67270,9053338,119,8970794,187,8586305,1249,0,0,5058,97,507,684688,151926,,9316000
2939,2022/2/2,85+,230304,112122,54778,1402343,10,1392872,23,1332033,306,0,0,962,105,274,101731,52004,,1457000
2940,2022/2/3,00_17,3966254,18066,138,2150855,5114,862089,16459,23906,366,0,0,17841,0,116,3664884,17067,,10117000
2941,2022/2/3,18_64,10019909,237077,16001,30810209,5627,29124232,7842,21124644,26677,0,0,40799,19,447,9067124,209786,,36139000
2942,2022/2/3,65_84,989730,230625,67366,9053462,124,8970975,181,8587574,1269,0,0,4513,96,469,688410,152276,,9316000
2943,2022/2/3,85+,231129,112382,54867,1402357,14,1392901,29,1332338,305,0,0,825,89,260,102237,52163,,1457000
2944,2022/2/4,00_17,3980708,18151,138,2155604,4749,877373,15284,24204,298,0,0,14454,0,85,3678220,17148,,10117000
2945,2022/2/4,18_64,10052764,237522,16023,30815015,4806,29131956,7724,21151194,26550,0,0,32855,22,445,9097187,210188,,36139000
2946,2022/2/4,65_84,994004,231043,67449,9053576,114,8971138,163,8588632,1058,0,0,4274,83,418,691960,152591,,9316000
2947,2022/2/4,85+,231996,112620,54941,1402366,9,1392925,24,1332511,173,0,0,867,74,238,102804,52316,,1457000
2948,2022/2/5,00_17,3992734,18228,139,2162184,6580,893423,16050,24855,651,0,0,12026,1,77,3689310,17221,,10117000
2949,2022/2/5,18_64,10079969,237873,16038,30820035,5020,29141237,9281,21181480,30286,0,0,27205,15,351,9122098,210507,,36139000
2950,2022/2/5,65_84,997511,231437,67539,9053696,120,8971291,153,8589619,987,0,0,3507,90,394,694823,152877,,9316000
2951,2022/2/5,85+,232468,112875,55031,1402374,8,1392942,17,1332616,105,0,0,472,90,255,102988,52469,,1457000
2952,2022/2/6,00_17,4007886,18295,140,2165031,2847,902046,8623,25190,335,0,0,15152,1,67,3703313,17283,,10117000
2953,2022/2/6,18_64,10110912,238252,16054,30822465,2430,29145669,4432,21195754,14274,0,0,30943,16,379,9150452,210852,,36139000
2954,2022/2/6,65_84,1000999,231920,67620,9053741,45,8971344,53,8589987,368,0,0,3488,81,483,697579,153256,,9316000
2955,2022/2/6,85+,232995,113157,55122,1402376,2,1392944,2,1332664,48,0,0,527,91,282,103195,52646,,1457000
2956,2022/2/7,00_17,4025099,18388,140,2169225,4194,916276,14230,25407,217,0,0,17213,0,93,3719203,17372,,10117000
2957,2022/2/7,18_64,10150707,238663,16073,30826466,4001,29152227,6558,21216939,21185,0,0,39795,19,411,9186993,211225,,36139000
2958,2022/2/7,65_84,1005524,232392,67693,9053832,91,8971475,131,8590770,783,0,0,4525,73,472,701308,153632,,9316000
2959,2022/2/7,85+,234028,113415,55186,1402381,5,1392964,20,1332783,119,0,0,1033,64,258,103896,52828,,1457000
2960,2022/2/8,00_17,4038456,18469,140,2174188,4963,931625,15349,25604,197,0,0,13357,0,81,3731525,17449,,10117000
2961,2022/2/8,18_64,10187613,239116,16089,30830638,4172,29158888,6661,21237513,20574,0,0,36906,16,453,9220810,211640,,36139000
2962,2022/2/8,65_84,1009777,232874,67769,9053927,95,8971629,154,8591682,912,0,0,4253,76,482,704776,154015,,9316000
2963,2022/2/8,85+,234906,113665,55259,1402385,4,1392978,14,1332921,138,0,0,878,73,250,104462,52993,,1457000
2964,2022/2/9,00_17,4049666,18553,140,2179415,5227,947030,15405,25869,265,0,0,11210,0,84,3741851,17529,,10117000
2965,2022/2/9,18_64,10222554,239549,16106,30835102,4464,29165901,7013,21258403,20890,0,0,34941,17,433,9252822,212035,,36139000
2966,2022/2/9,65_84,1013872,233300,67840,9054020,93,8971779,150,8592635,953,0,0,4095,71,426,708152,154350,,9316000
2967,2022/2/9,85+,235636,113942,55332,1402392,7,1392989,11,1333075,154,0,0,730,73,277,104862,53184,,1457000
2968,2022/2/10,00_17,4058904,18649,140,2185108,5693,963228,16198,26121,252,0,0,9238,0,96,3750333,17620,,10117000
2969,2022/2/10,18_64,10250429,239929,16123,30838806,3704,29172982,7081,21280150,21747,0,0,27875,17,380,9278326,212380,,36139000
2970,2022/2/10,65_84,1017385,233733,67912,9054120,100,8971944,165,8593575,940,0,0,3513,72,433,710981,154690,,9316000
2971,2022/2/10,85+,236322,114200,55407,1402399,7,1393011,22,1333254,179,0,0,686,75,258,105241,53354,,1457000
2972,2022/2/11,00_17,4066391,18719,140,2190537,5429,978762,15534,26423,302,0,0,7487,0,70,3757215,17687,,10117000
2973,2022/2/11,18_64,10273836,240276,16141,30842869,4063,29181367,8385,21309224,29074,0,0,23407,18,347,9299714,212693,,36139000
2974,2022/2/11,65_84,1020726,234108,67976,9054217,97,8972124,180,8594546,971,0,0,3341,64,375,713709,154984,,9316000
2975,2022/2/11,85+,237014,114404,55474,1402409,10,1393028,17,1333432,178,0,0,692,67,204,105680,53482,,1457000
2976,2022/2/12,00_17,4072677,18776,140,2199067,8530,992720,13958,27077,654,0,0,6286,0,57,3762995,17741,,10117000
2977,2022/2/12,18_64,10293240,240572,16153,30847308,4439,29190760,9393,21341838,32614,0,0,19404,12,296,9317436,212963,,36139000
2978,2022/2/12,65_84,1023599,234516,68041,9054317,100,8972305,181,8595432,886,0,0,2873,65,408,715968,155307,,9316000
2979,2022/2/12,85+,237492,114632,55547,1402415,6,1393043,15,1333531,99,0,0,478,73,228,105896,53626,,1457000
2980,2022/2/13,00_17,4079944,18835,140,2202218,3151,998984,6264,27347,270,0,0,7267,0,59,3769684,17798,,10117000
2981,2022/2/13,18_64,10314993,240900,16166,30849163,1855,29195056,4296,21355457,13619,0,0,21753,13,328,9337307,213262,,36139000
2982,2022/2/13,65_84,1026408,234900,68117,9054351,34,8972378,73,8595750,318,0,0,2809,76,384,718193,155597,,9316000
2983,2022/2/13,85+,237980,114890,55613,1402416,1,1393044,1,1333589,58,0,0,488,66,258,106091,53806,,1457000
2984,2022/2/14,00_17,4088554,18900,140,2206229,4011,1008173,9189,27623,276,0,0,8610,0,65,3777614,17860,,10117000
2985,2022/2/14,18_64,10344090,241286,16190,30852097,2934,29200882,5826,21374322,18865,0,0,29097,24,386,9363940,213606,,36139000
2986,2022/2/14,65_84,1030287,235323,68186,9054436,85,8972525,147,8596415,665,0,0,3879,69,423,721372,155931,,9316000
2987,2022/2/14,85+,238812,115148,55688,1402424,8,1393059,15,1333691,102,0,0,832,75,258,106606,53976,,1457000
2988,2022/2/15,00_17,4095791,18967,140,2211042,4813,1019019,10846,28008,385,0,0,7237,0,67,3784267,17923,,10117000
2989,2022/2/15,18_64,10372359,241687,16204,30855567,3470,29207554,6672,21395715,21393,0,0,28269,14,401,9389789,213974,,36139000
2990,2022/2/15,65_84,1034155,235736,68243,9054500,64,8972676,151,8597194,779,0,0,3868,57,413,724550,156267,,9316000
2991,2022/2/15,85+,239562,115411,55766,1402431,7,1393074,15,1333831,140,0,0,750,78,263,107039,54149,,1457000
2992,2022/2/16,00_17,4102442,19061,141,2215908,4866,1030464,11445,28463,455,0,0,6651,1,94,3790349,18012,,10117000
2993,2022/2/16,18_64,10400429,242040,16226,30859069,3502,29214799,7245,21417929,22214,0,0,28070,22,353,9415501,214288,,36139000
2994,2022/2/16,65_84,1038073,236154,68311,9054574,74,8972839,163,8598052,858,0,0,3918,68,418,727770,156597,,9316000
2995,2022/2/16,85+,240337,115666,55827,1402437,6,1393095,21,1333956,125,0,0,775,61,255,107504,54331,,1457000
2996,2022/2/17,00_17,4108271,19129,141,2221169,5261,1042438,11974,28940,477,0,0,5829,0,68,3795694,18077,,10117000
2997,2022/2/17,18_64,10424524,242359,16234,30862558,3489,29221732,6933,21439345,21416,0,0,24095,8,319,9437556,214584,,36139000
2998,2022/2/17,65_84,1041615,236522,68378,9054661,87,8973035,196,8599005,953,0,0,3542,67,368,730691,156881,,9316000
2999,2022/2/17,85+,241013,115882,55893,1402446,9,1393118,23,1334132,176,0,0,676,66,216,107915,54470,,1457000
3000,2022/2/18,00_17,4112394,19192,142,2224070,2901,1048665,6227,29263,323,0,0,4123,1,63,3799459,18136,,10117000
3001,2022/2/18,18_64,10441737,242653,16247,30865209,2651,29226820,5088,21454163,14818,0,0,17213,13,294,9453245,214851,,36139000
3002,2022/2/18,65_84,1044590,236870,68437,9054736,75,8973152,117,8599553,548,0,0,2975,59,348,733106,157153,,9316000
3003,2022/2/18,85+,241618,116076,55949,1402450,4,1393137,19,1334236,104,0,0,605,56,194,108283,54599,,1457000
3004,2022/2/19,00_17,4117157,19250,143,2229576,5506,1059240,10575,30031,768,0,0,4763,1,58,3803824,18190,,10117000
3005,2022/2/19,18_64,10460246,242903,16255,30868723,3514,29233932,7112,21476953,22790,0,0,18509,8,250,9470182,215081,,36139000
3006,2022/2/19,65_84,1047362,237206,68492,9054809,73,8973293,141,8600278,725,0,0,2772,55,336,735344,157418,,9316000
3007,2022/2/19,85+,241998,116265,56021,1402454,4,1393147,10,1334323,87,0,0,380,72,189,108447,54707,,1457000
3008,2022/2/20,00_17,4122257,19298,143,2231769,2193,1064394,5154,30406,375,0,0,5100,0,48,3808512,18236,,10117000
3009,2022/2/20,18_64,10480159,243212,16274,30870359,1636,29237045,3113,21487168,10215,0,0,19913,19,309,9488364,215356,,36139000
3010,2022/2/20,65_84,1050310,237604,68550,9054834,25,8973350,57,8600552,274,0,0,2948,58,398,737683,157739,,9316000
3011,2022/2/20,85+,242432,116480,56088,1402457,3,1393151,4,1334340,17,0,0,434,67,215,108635,54845,,1457000
3012,2022/2/21,00_17,4127525,19353,143,2234720,2951,1071735,7341,30870,464,0,0,5268,0,55,3813348,18288,,10117000
3013,2022/2/21,18_64,10503539,243539,16297,30873311,2952,29242345,5300,21503648,16480,0,0,23380,23,327,9509747,215644,,36139000
3014,2022/2/21,65_84,1053929,238014,68596,9054899,65,8973464,114,8601186,634,0,0,3619,46,410,740634,158084,,9316000
3015,2022/2/21,85+,243176,116717,56142,1402461,4,1393170,19,1334427,87,0,0,744,54,237,109089,55017,,1457000
3016,2022/2/22,00_17,4131432,19410,143,2238326,3606,1080843,9108,31538,668,0,0,3907,0,57,3816919,18342,,10117000
3017,2022/2/22,18_64,10523884,243860,16311,30876376,3065,29248171,5826,21521922,18274,0,0,20345,14,321,9528318,215936,,36139000
3018,2022/2/22,65_84,1056989,238386,68654,9054990,91,8973589,125,8602050,864,0,0,3060,58,372,743103,158380,,9316000
3019,2022/2/22,85+,243862,116943,56188,1402470,9,1393184,14,1334571,144,0,0,686,46,226,109500,55186,,1457000
3020,2022/2/23,00_17,4134840,19473,143,2242448,4122,1089468,8625,32362,824,0,0,3408,0,63,3820021,18402,,10117000
3021,2022/2/23,18_64,10542858,244168,16317,30879905,3529,29254558,6387,21539913,17991,0,0,18974,6,308,9545628,216223,,36139000
3022,2022/2/23,65_84,1059947,238753,68713,9055078,88,8973743,154,8602962,912,0,0,2958,59,367,745483,158670,,9316000
3023,2022/2/23,85+,244512,117180,56243,1402481,11,1393205,21,1334702,131,0,0,650,55,237,109866,55357,,1457000
3024,2022/2/24,00_17,4137604,19525,143,2246106,3658,1096497,7029,33275,913,0,0,2764,0,52,3822535,18452,,10117000
3025,2022/2/24,18_64,10558624,244491,16329,30883203,3298,29260762,6204,21556600,16687,0,0,15766,12,323,9559945,216519,,36139000
3026,2022/2/24,65_84,1062654,239139,68775,9055152,74,8973888,145,8603777,815,0,0,2707,62,386,747611,158976,,9316000
3027,2022/2/24,85+,245138,117401,56309,1402490,9,1393223,18,1334863,161,0,0,626,66,221,110227,55501,,1457000
3028,2022/2/25,00_17,4140278,19570,144,2249696,3590,1103759,7262,34432,1157,0,0,2674,1,45,3824973,18494,,10117000
3029,2022/2/25,18_64,10572307,244740,16341,30886423,3220,29267392,6630,21574639,18039,0,0,13683,12,249,9572402,216744,,36139000
3030,2022/2/25,65_84,1065228,239488,68834,9055236,84,8974044,156,8604642,865,0,0,2574,59,349,749652,159249,,9316000
3031,2022/2/25,85+,245738,117598,56357,1402501,11,1393238,15,1334983,120,0,0,600,48,197,110587,55641,,1457000
3032,2022/2/26,00_17,4142928,19615,145,2254480,4784,1114110,10351,36561,2129,0,0,2650,1,45,3827389,18535,,10117000
3033,2022/2/26,18_64,10584461,244989,16353,30889748,3325,29274701,7309,21595226,20587,0,0,12154,12,249,9583439,216969,,36139000
3034,2022/2/26,65_84,1067608,239878,68882,9055322,86,8974183,139,8605403,761,0,0,2380,48,390,751472,159573,,9316000
3035,2022/2/26,85+,246160,117799,56413,1402507,6,1393250,12,1335083,100,0,0,422,56,201,110778,55776,,1457000
3036,2022/2/27,00_17,4146542,19667,145,2256487,2007,1119250,5140,38274,1713,0,0,3614,0,52,3830693,18585,,10117000
3037,2022/2/27,18_64,10599840,245254,16366,30891268,1520,29278334,3633,21605322,10096,0,0,15379,13,265,9597454,217209,,36139000
3038,2022/2/27,65_84,1070331,240268,68933,9055351,29,8974239,56,8605702,299,0,0,2723,51,390,753610,159893,,9316000
3039,2022/2/27,85+,246606,118039,56456,1402509,2,1393256,6,1335122,39,0,0,446,43,240,110952,55962,,1457000
3040,2022/2/28,00_17,4151416,19733,145,2259107,2620,1127002,7752,39380,1106,0,0,4874,0,66,3835153,18648,,10117000
3041,2022/2/28,18_64,10622082,245601,16374,30893742,2474,29283344,5010,21619057,13735,0,0,22242,8,347,9617760,217531,,36139000
3042,2022/2/28,65_84,1074162,240741,68979,9055414,63,8974345,106,8606285,583,0,0,3831,46,473,756695,160298,,9316000
3043,2022/2/28,85+,247495,118295,56521,1402518,9,1393270,14,1335227,105,0,0,889,65,256,111521,56140,,1457000
3044,2022/3/1,00_17,4155848,19786,145,2261697,2590,1135239,8237,40411,1031,0,0,4432,0,53,3839215,18698,,10117000
3045,2022/3/1,18_64,10644854,245962,16385,30896299,2557,29288155,4811,21631720,12663,0,0,22772,11,361,9638545,217864,,36139000
3046,2022/3/1,65_84,1078005,241195,69033,9055483,69,8974432,87,8606920,635,0,0,3843,54,454,759809,160676,,9316000
3047,2022/3/1,85+,248290,118538,56565,1402523,5,1393283,13,1335332,105,0,0,795,44,243,112017,56328,,1457000
3048,2022/3/2,00_17,4160191,19845,145,2264207,2510,1142468,7229,41653,1242,0,0,4343,0,59,3843189,18755,,10117000
3049,2022/3/2,18_64,10668987,246338,16397,30899061,2762,29293436,5281,21645702,13982,0,0,24133,12,376,9660578,218210,,36139000
3050,2022/3/2,65_84,1082048,241652,69090,9055544,61,8974530,98,8607591,671,0,0,4043,57,457,763106,161054,,9316000
3051,2022/3/2,85+,249112,118830,56625,1402531,8,1393298,15,1335490,158,0,0,822,60,292,112488,56546,,1457000
3052,2022/3/3,00_17,4164479,19911,146,2266860,2653,1150977,8509,42841,1188,0,0,4288,1,66,3847105,18816,,10117000
